license_plate,status,platform,created_at,shipped_at,sold_price,country,channel_ref,platform_fee
BW221109121912,shipped,Bol,2021-06-20T15:19:56,2021-06-20T19:55:40,23.58,NETHERLANDS,G8WD-8YMB-26LC,2.71
BW221109121835,shipped,Bol,2021-10-05T05:46:53,2021-10-05T20:16:25,26.93,NETHERLANDS,DFYT-GYA5-56RF,5.89
BW221109121808,shipped,Bva NL,2021-10-05T07:24:03,2021-10-05T20:11:03,10.53,NETHERLANDS,4151f779-0ba7-4e5a-d0be-08d984fd10b2,
BW221109121660,shipped,Bol,2021-06-20T15:19:13,2021-06-20T19:55:36,55.18,NETHERLANDS,791A-GGTF-NP9B,11.02
BW221109121566,shipped,Bol,2021-09-21T16:39:54,2021-09-21T18:10:43,232.88,NETHERLANDS,1YLH-M4L5-HNDL,17.91
BW221109121481,shipped,Bol,2021-06-20T15:12:27,2021-06-20T19:55:34,143.94,NETHERLANDS,9YY2-LWNV-KFKT,27.13
BW221109121475,shipped,Bol,2021-09-20T18:05:01,2021-09-21T18:05:48,590.83,NETHERLANDS,UQDR-GFJK-VPRP,28.95
BW221109121249,shipped,Bol,2021-06-20T15:07:55,2021-06-20T19:55:30,124.64,BELGIUM,NHQL-970K-P0L8,10.05
BW221109121191,shipped,Bol,2021-06-20T15:07:35,2021-06-20T19:55:49,135.45,NETHERLANDS,C2FN-88L7-F6RW,12.47
BW221109120924,shipped,Bol,2021-06-20T15:07:12,2021-06-20T19:55:33,17.83,BELGIUM,299B-LTM1-6X12,4.29
BW221109120838,shipped,Bva NL,2021-10-05T14:38:10,2021-10-05T20:15:54,122.85,NETHERLANDS,8fb1292e-4ab8-4820-cb18-08d97c409788,
BW221109120797,shipped,Bva NL,2022-09-26T11:17:04,2022-09-26T13:55:30,117,NETHERLANDS,95e020ba-ee5c-4c36-05fe-08da9f9103d8,
BW221109120681,shipped,Bol,2021-06-20T15:05:54,2021-06-20T19:55:32,38.64,NETHERLANDS,3PHT-T6NM-Q06E,8.01
BW221109120571,shipped,Bol,2022-07-12T16:25:42,2022-07-12T19:46:57,208.17,NETHERLANDS,UH36-GVHH-ERTX,19.89
BW221109120508,cancelled,Bol,2021-11-17T06:54:04,,138.81,,WD0W-DYPL-MKNM,11.4
BW221109120421,shipped,Bol,2021-06-20T14:48:58,2021-06-20T19:54:02,13.02,NETHERLANDS,22A3-U1F1-AD06,1.43
BW221109120402,shipped,Bol,2021-06-20T14:48:33,2021-06-20T19:54:02,14.36,NETHERLANDS,99L7-M4TB-FTL1,1.7
BW221109120380,shipped,Bol,2021-06-20T14:48:13,2021-06-20T19:54:01,65.46,NETHERLANDS,L8LN-2WCX-5N5L,6.54
BW221109120308,shipped,Bol,2021-06-20T14:47:44,2021-06-20T19:58:18,95.91,NETHERLANDS,J37W-F3QR-G98U,7.96
BW221109120250,shipped,Ebay,2021-07-31T10:54:34,2021-08-02T18:00:40,338.29,GERMANY,REHG-16KE-R8JC,19.49
BW221109120192,shipped,Bol,2021-06-30T08:54:50,2021-06-30T13:29:35,21.56,NETHERLANDS,L3EE-H2VK-JD5G,2.57
BW221109120155,shipped,Bva NL,2022-02-24T09:24:01,2022-02-24T21:18:09,26.91,NETHERLANDS,a17cf929-7291-4b6d-ebc0-08d9f6cf6c0d,
BW221109120027,shipped,Bva NL,2021-06-30T06:59:07,2021-06-30T13:32:50,14.04,NETHERLANDS,0a7f4306-e6b7-49bf-2b55-08d939225eb5,
BW221109119817,shipped,Bva NL,2021-06-29T20:24:08,2021-06-30T13:30:53,17.55,NETHERLANDS,64ed0d15-802e-4748-2a02-08d939225eb5,
BW221109119811,shipped,Bol,2021-06-20T14:35:18,2021-06-20T19:54:00,32.59,NETHERLANDS,TN6N-TVEV-XERG,6.91
BW221109119757,shipped,Bol,2021-06-20T14:34:51,2021-06-20T19:54:00,840.45,BELGIUM,UL64-RWJ0-CEKN,39.92
BW221109119684,shipped,Bol,2021-06-20T14:34:10,2021-06-20T19:54:00,62.32,NETHERLANDS,B25P-MEJ7-NQ1N,13.07
BW221109119663,shipped,Bol,2021-09-27T14:18:59,2021-09-27T19:00:55,426.8,NETHERLANDS,A1T5-6X6X-1GBJ,33.99
BW221109119488,shipped,Bol,2021-12-01T15:32:43,2021-12-01T20:38:14,52.34,NETHERLANDS,51CF-RRED-3090,5.43
BW221109119421,shipped,Bol,2021-06-29T19:40:17,2021-06-30T13:06:10,32.22,NETHERLANDS,9CVA-QVEK-TNMN,4.9
BW221109119236,shipped,Bol,2021-06-20T14:33:28,2021-06-20T19:53:59,17.61,NETHERLANDS,4JRM-8NBG-64JM,4.2
BW221109119166,shipped,Bol,2021-06-20T14:33:12,2021-06-20T19:53:59,65.5,NETHERLANDS,RGPW-8N6B-CGU6,5.76
BW221109118868,shipped,Bol,2021-06-20T14:27:06,2021-06-20T18:00:29,59.5,NETHERLANDS,ABXD-E7A5-6753,9.64
BW221109118769,shipped,Bol,2021-06-20T14:26:29,2021-06-20T19:53:57,37.64,NETHERLANDS,9876-6HC6-1HGB,3.73
BW221109118767,shipped,Bol,2021-06-20T14:20:45,2021-06-20T19:53:58,18.19,NETHERLANDS,EFR9-M75G-6L2X,3.2
BW221109118728,shipped,Bol,2021-06-20T14:20:25,2021-06-20T19:53:57,87.51,NETHERLANDS,C830-VY6Q-0BBU,7.35
BW221109118566,shipped,Ebay,2021-06-29T18:20:33,2021-06-30T13:31:25,96.63,GERMANY,5JXF-FNRF-9K8F,10.85
BW221109118533,shipped,Bol,2021-06-20T14:19:22,2021-06-20T19:53:57,33.17,NETHERLANDS,NFAX-H23R-38J6,7.02
BW221109118365,shipped,Bva NL,2021-09-24T05:17:07,2021-09-24T11:00:58,8.19,NETHERLANDS,8158ecf1-8ea7-4a8f-a7f4-08d97c409788,
BW221109118362,shipped,Amazon,2021-06-20T14:15:18,2021-06-20T19:56:36,225.66,BELGIUM,0CXJ-U7AH-N3JC,42.19
BW221109118186,shipped,Bol,2021-12-24T11:39:23,2021-12-24T13:40:51,45.96,NETHERLANDS,0VJ0-K8F5-49EA,9.34
BW221109118156,shipped,Bol,2021-06-20T14:07:18,2021-06-20T19:53:57,24.16,BELGIUM,03FJ-M7L0-41CB,5.38
BW221109118062,shipped,Bol,2021-06-20T14:06:43,2021-06-20T19:53:57,20.71,NETHERLANDS,EP9M-AT96-3UNX,4.5
BW221109118042,shipped,Bol,2021-06-20T14:06:17,2021-06-20T19:53:57,27.31,NETHERLANDS,B05G-14VG-J69B,5.96
BW221109117998,shipped,Bol,2021-06-20T14:06:01,2021-06-20T19:53:54,63.24,NETHERLANDS,FTRM-5UDN-A3FH,10.26
BW221109117946,shipped,Bol,2021-06-20T14:05:18,2021-06-20T19:53:54,39.59,NETHERLANDS,JD94-YH0W-F6Y4,8.19
BW221109117919,shipped,Bva NL,2022-02-07T08:52:01,2022-02-07T14:51:53,58.5,NETHERLANDS,26684115-fb14-41b7-0584-08d9e8984060,
BW221109117914,shipped,Bol,2021-09-07T19:18:50,2021-09-08T10:26:27,37.16,NETHERLANDS,1DD9-8U7E-9XA9,7.74
BW221109117886,shipped,Bol,2021-06-20T13:56:05,2021-06-20T19:53:53,113.8,NETHERLANDS,WFY5-3GEN-WCC7,9.89
BW221109117834,shipped,Bol,2021-06-20T13:55:45,2021-06-20T19:53:52,16.75,BELGIUM,BADV-W6PL-JT3D,4.04
BW221109117702,shipped,Bol,2021-06-20T13:55:25,2021-06-20T19:53:51,18.93,BELGIUM,QYF7-MW61-DX7Q,3.77
BW221109117433,shipped,Bol,2021-06-20T13:55:05,2021-06-20T19:58:11,139.41,NETHERLANDS,C3FA-JHCW-7KNL,11.12
BW221109116926,shipped,Bol,2021-06-20T13:54:17,2021-06-20T19:53:53,26.57,NETHERLANDS,2NY1-FQWT-WF5T,5.82
BW221109116915,shipped,Bol,2021-09-24T05:11:58,2021-09-24T12:56:03,51.6,BELGIUM,0HPD-EN78-5X1D,9.12
BW221109116860,shipped,Bva NL,2022-01-26T19:46:14,2022-01-27T16:48:41,35.1,NETHERLANDS,230504a6-a1fb-45a6-62c0-08d9df4f15c1,
BW221109116838,shipped,Bol,2021-06-20T13:48:45,2021-06-20T16:39:09,24.38,NETHERLANDS,F4K0-2CQW-4GJP,3.21
BW221109116498,shipped,Bol,2021-06-20T13:48:16,2021-06-20T19:53:53,53.46,NETHERLANDS,7HAG-30N5-KR6H,4.88
BW221109116233,shipped,Bol,2022-02-06T16:11:47,2022-02-07T14:51:42,270.73,BELGIUM,XVKC-0PYK-0QBT,50.14
BW221109116178,shipped,Ebay,2022-10-02T09:48:47,2022-10-03T17:23:31,147.48,GERMANY,EK97-YQ7E-FM1B,19.86
BW221109116016,shipped,Bol,2021-06-20T13:41:11,2021-06-20T19:53:48,46.4,NETHERLANDS,H7M6-Q81W-GKD5,4.37
BW221109116010,shipped,Bol,2021-06-20T13:40:56,2021-06-20T19:53:51,40.9,BELGIUM,DBET-RUT1-6MP8,3.97
BW221109115966,shipped,Amazon,2021-07-15T08:15:15,2021-07-15T13:40:40,50.6,GERMANY,6015-6J4H-4MKT,9.48
BW221109115531,shipped,Bol,2021-06-20T13:40:14,2021-06-20T19:53:50,76.14,BELGIUM,TJX1-VU37-R4BN,6.53
BW221109115436,shipped,Bol,2022-03-08T14:04:44,2022-03-08T17:17:26,47.1,NETHERLANDS,DTD0-NGM6-8W1P,6.52
BW221109115369,shipped,Bol,2021-06-20T13:34:43,2021-06-20T19:53:50,14.56,NETHERLANDS,V22K-XYJE-NJMM,3.12
BW221109115320,shipped,Bol,2021-06-20T13:34:22,2021-06-20T16:39:16,23.55,NETHERLANDS,R1PP-75EH-PYBX,5.28
BW221109115187,shipped,Bol,2021-07-15T07:11:55,2021-07-15T13:50:53,84.55,NETHERLANDS,9HAR-VXYX-DVLX,8.16
BW221109115037,shipped,Bol,2021-06-20T13:33:42,2021-06-20T19:53:49,23.06,NETHERLANDS,1M2T-5CGK-HUDN,2.95
BW221109114825,shipped,Bol,2021-06-26T22:40:09,2021-06-28T08:46:04,30.8,NETHERLANDS,VKVU-4J15-TJM8,3.25
BW221109114499,shipped,Bol,2021-06-20T13:28:38,2021-06-20T16:39:09,104.11,NETHERLANDS,CR3D-DQG4-DX9T,10.56
BW221109114491,shipped,Bol,2021-06-20T13:28:16,2021-06-20T19:53:53,31.71,NETHERLANDS,RYR6-JP6D-ABKJ,6.76
BW221109113949,shipped,Bol,2021-06-20T13:27:37,2021-06-20T19:53:48,50.74,NETHERLANDS,LRTA-NHLQ-X63V,8.37
BW221109113812,shipped,Bol,2021-07-15T07:04:53,2021-07-15T13:50:52,25.79,NETHERLANDS,LR7N-9XQF-6RBA,5.99
BW221109113423,shipped,Bol,2021-07-15T00:46:50,2021-07-15T13:40:48,23.84,NETHERLANDS,R2G4-FRDW-GVT3,5.33
BW221109113409,shipped,Kaufland,2022-04-03T18:18:02,2022-04-04T10:58:42,127.55,GERMANY,NHVQ-T4H9-NFX4,19.73
BW221109113378,shipped,Bol,2021-09-27T06:18:54,2021-09-27T12:36:51,29.34,BELGIUM,W7BK-WQEC-3V3X,3.13
BW221109113341,shipped,Bol,2021-12-27T14:32:50,2021-12-27T19:29:29,40.75,NETHERLANDS,6RVB-3NMK-422L,3.96
BW221109113313,shipped,Bol,2021-06-20T13:13:20,2021-06-20T16:39:07,47.39,NETHERLANDS,UUJR-QY77-P0PB,4.44
BW221109113308,shipped,Bol,2021-06-20T13:13:01,2021-06-20T19:53:44,102.08,NETHERLANDS,9TXX-AWB3-4BX2,19.53
BW221109113284,shipped,Bol,2021-07-31T18:46:55,2021-08-01T20:02:02,100.59,NETHERLANDS,WNQ7-75V0-BKWE,9.09
BW221109113202,shipped,Amazon,2021-07-31T07:50:17,2021-08-01T20:05:56,49.45,FRANCE,JLHM-MLHU-PHAB,9.17
BW221109113168,shipped,Bol,2022-04-12T13:25:48,2022-04-12T14:40:15,59.47,NETHERLANDS,UVKE-6E98-KRHV,11.79
BW221109113110,shipped,Bol,2021-07-18T15:40:03,2021-07-19T12:25:47,31.52,BELGIUM,L0W3-YKAF-UQ1W,6.72
BW221109113105,shipped,Bol,2021-07-30T21:18:58,2021-08-01T20:03:47,135.15,NETHERLANDS,53BM-PL1L-WLXN,12.45
BW221109112831,shipped,Bol,2021-07-16T20:46:55,2021-07-19T13:05:50,185.21,NETHERLANDS,Q3F2-7TRQ-DF8K,11.14
BW221109112742,shipped,Bol,2021-06-20T13:05:49,2021-06-20T19:58:16,39.96,NETHERLANDS,313V-0MU8-JHVN,7.29
BW221109112427,shipped,Bol,2021-06-20T13:05:30,2021-06-20T19:53:46,165.29,NETHERLANDS,A4X4-VDUD-YBG1,15
BW221109112303,shipped,Bol,2021-06-20T13:05:11,2021-06-20T19:58:01,43.98,NETHERLANDS,57D6-MVBJ-8W4T,4.19
BW221109112096,shipped,Bol,2021-12-26T14:18:45,2021-12-27T19:06:36,54.36,NETHERLANDS,UCWX-260F-Y7UW,4.95
BW221109112041,shipped,Bol,2021-06-20T12:55:10,2021-06-20T19:53:42,90.12,BELGIUM,LU8X-WK40-53UN,11.56
BW221109111983,shipped,Bol,2021-06-20T12:54:40,2021-06-20T19:53:46,65.6,NETHERLANDS,QH6B-N7EE-JL0L,5.76
BW221109111969,shipped,Bol,2021-06-20T12:54:21,2021-06-20T19:53:43,130.58,NETHERLANDS,JPTR-KRTW-L9LT,12.06
BW221109111956,shipped,Ebay,2021-11-01T08:19:45,2021-11-01T21:06:58,169.3,NETHERLANDS,N113-MNVE-D9PD,9.59
BW221109111846,shipped,Bol,2022-04-12T08:11:49,2022-04-12T14:53:50,166.72,NETHERLANDS,9KB2-XL26-0BDW,13.1
BW221109111797,shipped,Bol,2021-06-20T12:48:03,2021-06-20T16:39:06,23.69,NETHERLANDS,21LR-GV88-LHJM,3.87
BW221109111711,shipped,Bol,2022-05-08T09:11:49,2022-05-09T14:03:26,290.88,NETHERLANDS,F79G-1K60-8C1A,24.12
BW221109111373,shipped,Bol,2021-06-20T12:47:08,2021-06-20T19:53:45,87.51,NETHERLANDS,7GAV-6EBA-GTGH,6.29
BW221109111354,shipped,Bol,2021-06-20T12:41:23,2021-06-20T16:37:06,82.8,NETHERLANDS,9PV2-UWVK-X06A,8.01
BW221109111193,shipped,Bol,2021-06-20T12:41:02,2021-06-20T16:37:06,51.79,,DAWN-LKUW-K7CN,6.76
BW221109111000,shipped,Bol,2021-06-20T12:40:42,2021-06-20T16:39:06,24.96,NETHERLANDS,9R2E-JTUW-0PMH,5.42
BW221109110960,shipped,Bol,2021-06-20T12:40:24,2021-06-20T19:53:34,162.04,NETHERLANDS,9R7K-J8GH-9R74,30.41
BW221109110854,shipped,Bol,2021-09-28T19:11:58,2021-09-29T15:42:12,62.57,BELGIUM,L5HQ-2B8R-CECF,5.54
BW221109110581,shipped,Bva NL,2021-08-11T20:52:07,2021-08-12T14:00:42,11.7,NETHERLANDS,d949f0e4-49c7-4568-09b9-08d95cdc125d,
BW221109110537,shipped,Bol,2021-06-20T12:33:51,2021-06-20T19:52:06,64.25,NETHERLANDS,R5T9-30BR-APCN,8.77
BW221109110482,shipped,Bol,2021-06-20T12:33:32,2021-06-20T19:52:05,19.56,NETHERLANDS,55YH-BGAP-A13W,4.55
BW221109110264,shipped,Ebay,2021-06-20T12:33:29,2021-06-20T19:50:36,13.97,GERMANY,2C30-MJ58-GYMQ,2
BW221109110171,shipped,Ebay,2021-06-20T12:33:29,2021-06-20T19:50:30,35.89,GERMANY,5PBW-Y05M-WQNV,2.44
BW221109110050,shipped,Bol,2021-06-20T12:33:10,2021-06-20T19:52:06,153.6,NETHERLANDS,E1MJ-LN63-LWQ7,23.3
BW221109109952,shipped,Bva NL,2021-08-11T21:17:10,2021-08-12T14:01:04,15.21,NETHERLANDS,b7fc5b0c-bd6d-4b03-4ce9-08d95cdd3a0c,
BW221109109950,shipped,Bol,2021-06-20T12:26:58,2021-06-20T16:37:06,48.35,BELGIUM,343P-HXHD-8WJ9,4.51
BW221109109945,shipped,Bol,2021-07-10T10:39:59,2021-07-12T20:05:44,23.1,NETHERLANDS,C8LH-VQN0-L37P,4.68
BW221109109931,shipped,Bol,2021-06-20T12:26:37,2021-06-20T19:52:04,58.83,NETHERLANDS,59NN-4EK9-61CL,6.34
BW221109109829,shipped,Ebay,2021-10-05T09:40:50,2021-10-05T13:11:06,231.68,GERMANY,00AJ-4TGH-JPEW,16.42
BW221109109803,shipped,Bol,2021-06-20T12:21:40,2021-06-20T16:38:44,105.05,NETHERLANDS,6VLW-9JFT-2BGA,10.53
BW221109109796,shipped,Bol,2021-06-20T12:21:21,2021-06-20T19:58:07,92.6,BELGIUM,TYX0-2EM2-FU66,8.84
BW221109109795,shipped,Bol,2021-06-20T12:21:02,2021-06-20T19:58:03,60.91,NETHERLANDS,G5L9-4QPH-72YG,12.06
BW221109109686,shipped,Bol,2021-06-20T12:20:42,2021-06-20T16:38:40,56.32,BELGIUM,0BLL-2U7J-FLTH,11.22
BW221109109675,shipped,Bol,2021-06-20T12:20:02,2021-06-20T16:37:46,40.54,BELGIUM,TUQB-AY54-TBBL,8.36
BW221109109633,shipped,Ebay,2021-06-20T12:19:52,2021-06-20T16:37:03,68.69,GERMANY,EM16-KV20-LN5A,8.72
BW221109109581,shipped,Ebay,2021-06-20T12:19:52,2021-06-20T16:37:03,48.5,GERMANY,PHM6-HXNJ-YU5F,3.19
BW221109109525,shipped,Bol,2021-06-20T12:19:47,2021-06-20T19:52:03,83.11,NETHERLANDS,LDBF-BULR-1CLD,7.03
BW221109109343,shipped,Bol,2021-06-20T12:19:25,2021-06-20T16:38:39,40.39,BELGIUM,E22J-DUEV-GJ15,3.93
BW221109109280,shipped,Blokker,2021-06-20T12:15:27,2021-06-20T19:50:29,71.48,NETHERLANDS,MW3M-8UCK-3J80,
BW221109109251,shipped,Amazon,2021-06-20T12:15:12,2021-06-20T19:56:33,36.64,BELGIUM,EV0E-JBFB-GPDK,5.94
BW221109109242,shipped,Bva NL,2022-01-12T11:31:00,2022-01-12T16:47:23,51.48,NETHERLANDS,0074e898-66af-4cfc-dbac-08d9d4f1581d,
BW221109109227,shipped,Bol,2021-07-12T15:18:53,2021-07-12T20:20:54,54.33,NETHERLANDS,4MMC-VD9T-2NM7,9.55
BW221109109152,shipped,Bol,2021-06-20T12:06:40,2021-06-20T19:52:04,95.32,NETHERLANDS,2TK3-3WLU-HELX,7.92
BW221109109151,shipped,Bol,2021-06-20T12:06:13,2021-06-20T16:37:03,128.26,NETHERLANDS,5BR1-D5NM-LWWC,12.31
BW221109109126,shipped,Bol,2021-10-30T05:25:42,2021-10-31T21:18:27,36.23,NETHERLANDS,GDM7-R6BM-AE0R,7.58
BW221109109118,shipped,Bol,2021-06-20T12:05:33,2021-06-20T19:52:02,461.08,NETHERLANDS,7NNX-J2KX-8JFE,23.25
BW221109109089,shipped,Bol,2021-06-20T12:05:21,2021-06-20T19:52:01,81.2,NETHERLANDS,7VWU-NKKX-NB3R,15.74
BW221109109016,shipped,Bol,2021-11-02T17:46:44,2021-11-02T19:15:52,193,NETHERLANDS,U61C-4U4Q-4ETQ,31.36
BW221109108971,shipped,Bol,2021-06-20T11:55:03,2021-06-20T19:50:34,88.45,NETHERLANDS,E4RH-1BHE-XYW2,7.42
BW221109108939,shipped,Amazon,2022-07-02T14:29:42,2022-07-04T12:39:11,57.14,FRANCE,F4M2-XMA2-UABM,11.06
BW221109108933,shipped,Bol,2021-06-20T11:54:44,2021-06-20T19:52:02,112.32,BELGIUM,VP3G-TB23-U8DG,9.15
BW221109108824,shipped,Ebay,2022-08-29T13:20:55,2022-08-29T15:29:04,133.32,NETHERLANDS,2REA-J6XQ-4DLX,17.75
BW221109108770,shipped,Bol,2021-06-20T11:48:25,2021-06-20T19:52:00,43.4,NETHERLANDS,WMWQ-MX9P-Y255,4.15
BW221109108631,shipped,Bol,2021-06-20T11:48:11,2021-06-20T16:38:40,67.44,BELGIUM,U1LW-2WQB-3CQT,7.9
BW221109108610,shipped,Amazon,2022-04-16T16:43:32,2022-04-18T16:30:58,45.57,FRANCE,FTUP-534N-MLRC,8.91
BW221109108578,shipped,Bol,2022-03-10T19:25:45,2022-03-11T13:43:55,160.79,NETHERLANDS,WE7Q-8QET-590G,14.62
BW221109108549,shipped,Blokker,2021-06-20T11:43:28,2021-06-20T16:37:05,42.31,NETHERLANDS,3W76-NKU7-PW2E,
BW221109108533,shipped,Bol,2022-10-03T12:46:45,2022-10-03T18:23:49,270.63,NETHERLANDS,2BN0-PC4T-WBPX,50.12
BW221109108445,shipped,Bol,2021-06-20T11:42:46,2021-06-20T19:52:00,47.93,NETHERLANDS,QC47-9E30-DJ39,9.7
BW221109108443,shipped,Bol,2021-06-20T11:42:15,2021-06-20T19:52:01,78.88,NETHERLANDS,JRGN-KW6P-XQVP,7.68
BW221109108423,shipped,Bol,2021-06-20T11:41:51,2021-06-20T16:38:38,32.86,NETHERLANDS,0BNN-LR0P-6Q5G,2.99
BW221109108337,shipped,Bol,2021-06-20T11:41:34,2021-06-20T19:51:59,47.52,NETHERLANDS,MH5C-HGY9-YN08,6.75
BW221109108280,shipped,Bol,2021-06-20T11:41:07,2021-06-20T19:51:58,135.45,NETHERLANDS,8NLH-RUCJ-1GMV,12.47
BW221109108277,shipped,Bol,2021-06-20T11:40:47,2021-06-20T14:01:57,52.56,NETHERLANDS,32P5-9VWD-2E2N,10.54
BW221109108219,shipped,Bol,2021-06-20T11:40:33,2021-06-20T19:52:00,20.36,NETHERLANDS,40PJ-44N8-DP8G,4.7
BW221109108208,shipped,Bol,2021-06-20T11:40:07,2021-06-20T16:37:01,50.34,NETHERLANDS,CWQH-V72W-JBDH,4.65
BW221109108195,shipped,Amazon,2021-06-20T11:36:15,2021-06-20T14:02:02,32.69,GERMANY,VFBU-AVKP-VNP2,2.93
BW221109108145,shipped,Bol,2021-06-20T11:35:32,2021-06-20T16:38:33,60.12,BELGIUM,3HBX-DJ42-5NDV,11.91
BW221109108114,shipped,Bol,2021-06-20T11:35:10,2021-06-20T19:51:59,81.67,NETHERLANDS,DY5R-DG6V-XY6A,8.93
BW221109108103,shipped,Bol,2021-06-20T11:34:31,2021-06-20T16:38:33,24.45,NETHERLANDS,B5DT-QPAD-NCYA,2.78
BW221109108086,shipped,Bol,2021-06-20T11:34:10,2021-06-20T14:01:55,43.31,NETHERLANDS,VWX2-1MFG-DBLH,4.14
BW221109108055,shipped,Bol,2021-06-20T11:34:10,2021-06-20T16:36:59,43.31,NETHERLANDS,WB1P-MKE5-TE26,4.14
BW221109108035,shipped,Bol,2021-06-20T11:34:10,2021-06-20T16:36:59,43.73,NETHERLANDS,4X8F-3R6X-QGHK,4.17
BW221109107980,shipped,Bol,2021-06-20T11:34:10,2021-06-20T14:01:55,43.73,NETHERLANDS,J5EC-09GH-9XCB,4.17
BW221109107975,shipped,Bol,2021-06-20T11:34:10,2021-06-20T14:01:55,44.15,NETHERLANDS,M2EF-3A7R-T5F3,4.21
BW221109107876,shipped,Bol,2021-06-20T11:34:10,2021-06-20T14:01:55,44.15,NETHERLANDS,F4ET-JJBG-8HR5,4.21
BW221109107872,shipped,Bol,2021-06-20T11:34:10,2021-06-20T14:01:55,44.15,NETHERLANDS,QAUP-7TLK-UA4E,4.21
BW221109107864,shipped,Bol,2021-06-20T11:33:54,2021-06-20T19:51:58,27.09,NETHERLANDS,BCYN-2KFW-XGTQ,4.28
BW221109107814,shipped,Bol,2021-06-20T11:33:54,2021-06-20T19:51:58,27.32,NETHERLANDS,HGCD-V2KD-5535,4.31
BW221109107795,shipped,Bol,2021-06-20T11:33:31,2021-06-20T16:36:59,88.03,NETHERLANDS,UGJ2-0U79-U6JE,9.39
BW221109107714,shipped,Bol,2021-06-20T11:33:10,2021-06-20T16:38:33,30.21,NETHERLANDS,VUTN-V8YF-6Q6H,6.48
BW221109107686,shipped,Bva NL,2021-06-20T11:31:03,2021-06-20T19:56:35,12.87,NETHERLANDS,6cf99016-7742-47b7-7db9-08d93196ff52,
BW221109107655,shipped,Amazon,2021-06-20T11:29:13,2021-06-20T16:37:03,49.66,FRANCE,4XT2-FDX4-K9P9,9.21
BW221109107640,shipped,Ebay,2021-06-20T11:26:57,2021-06-20T16:36:58,39.67,GERMANY,QWTB-5G3L-2VDL,4.75
BW221109107580,shipped,Bol,2021-06-20T11:26:31,2021-06-20T14:01:53,57.32,NETHERLANDS,LYLR-G29B-VYUN,11.4
BW221109107524,shipped,Bol,2021-06-20T11:26:16,2021-06-20T16:38:36,96.21,NETHERLANDS,7JQJ-W652-T5YK,18.46
BW221109107469,shipped,Amazon,2021-06-20T11:22:28,2021-06-20T14:01:58,41.67,FRANCE,39MC-7HWC-KLEP,7.73
BW221109107424,shipped,Amazon,2021-06-20T11:22:21,2021-06-20T16:37:03,72.77,GERMANY,AJ3T-NL43-4NE9,13.44
BW221109107420,shipped,Bol,2021-06-20T11:21:04,2021-06-20T16:38:33,99.1,NETHERLANDS,58JX-GAGF-YV97,8.19
BW221109107357,shipped,Bol,2021-06-20T11:20:55,2021-06-20T19:50:26,146.64,NETHERLANDS,W2LT-CGW0-5R7H,11.65
BW221109107294,shipped,Bol,2021-06-20T11:20:26,2021-06-20T16:38:34,77.63,NETHERLANDS,ANBH-1U2Q-XDNR,7.58
BW221109107276,shipped,Bol,2021-06-20T11:20:05,2021-06-20T16:38:35,72.82,NETHERLANDS,R9XU-7H1F-3777,9.81
BW221109107223,shipped,Bol,2021-06-20T11:19:50,2021-06-20T16:38:29,25.81,BELGIUM,18PH-L2RE-M983,5.68
BW221109107218,shipped,Bol,2021-09-15T07:40:00,2021-09-15T12:46:38,46.18,NETHERLANDS,Q417-HJ9R-BG3Q,9.38
BW221109107172,shipped,Bol,2021-06-20T11:19:28,2021-06-20T16:38:31,18.88,BELGIUM,DCCC-43VT-LPVM,2.37
BW221109107169,shipped,Bol,2021-06-20T11:19:08,2021-06-20T19:51:58,53.37,BELGIUM,EA5J-66UW-2E2N,5.52
BW221109107125,shipped,Bol,2021-06-20T11:13:53,2021-06-20T16:36:58,144.56,BELGIUM,03TW-UKPA-HY4U,11.5
BW221109107123,shipped,Bol,2021-06-20T11:13:33,2021-06-20T14:03:25,57.29,NETHERLANDS,J7W3-TRWH-54K2,11.4
BW221109107074,shipped,Bol,2021-06-20T11:13:07,2021-06-20T16:38:30,42.24,NETHERLANDS,5ANA-4JJN-5GJC,9.18
BW221109106993,shipped,Bol,2021-06-20T11:12:51,2021-06-20T19:51:58,115.33,NETHERLANDS,3BDB-M2AK-FJJ2,11.47
BW221109106949,shipped,Bva NL,2022-05-16T05:00:39,2022-05-16T14:38:06,36.27,BELGIUM,61d111e5-0bc4-4959-e7f9-08da330f8736,
BW221109106890,cancelled,Bol,2022-09-07T13:53:45,,156.8,,F2GM-V7MH-9LA5,12.38
BW221109106885,shipped,Bva NL,2021-11-03T20:52:04,2021-11-04T15:25:52,38.61,NETHERLANDS,24fa3e29-855a-442f-1dbd-08d99c9b50a2,
BW221109106866,shipped,Bol,2021-06-20T11:06:05,2021-06-20T16:38:34,50.69,NETHERLANDS,1L49-20QJ-BREL,7.13
BW221109106857,shipped,Bol,2021-06-20T11:05:45,2021-06-20T14:01:51,244.6,NETHERLANDS,J0MH-D1EX-BBQC,21.72
BW221109106672,shipped,Bol,2021-06-20T11:05:30,2021-06-20T16:38:29,28.88,NETHERLANDS,U4KP-V106-YW0H,4.5
BW221109106656,shipped,Bol,2021-06-20T10:55:37,2021-06-20T16:38:29,27.45,NETHERLANDS,2LPH-W0Q0-QH1N,2.99
BW221109106452,shipped,Bol,2021-06-20T10:55:23,2021-06-20T19:51:57,66.91,NETHERLANDS,TRER-Y8L2-Y1R6,5.86
